inst,cell,x_um,y_um,ir_orig_mV,ir_comp_mV,delta_mV
u2/u0_u2_g1953,AOI311xp33_ASAP7_75t_SL,301.392,317.376,47.92,44.45,-3.47
u2/u1_u2_g2016,NAND2xp5_ASAP7_75t_SL,349.56,347.616,47.92,,
u2/R2_reg\[32\],,,,47.92,26.13,-21.79
u2/u3_u7_g2902,OA222x2_ASAP7_75t_SL,311.112,302.256,47.92,,
u2/u3_u4/g2163,OAI321xp33_ASAP7_75t_SL,333.792,301.176,47.92,,
u2/uk_K_r1_reg\[48\],,,,47.92,40.36,-7.56
u2/FE_PHC4367_L0_18,HB2xp67_ASAP7_75t_L,325.152,334.656,47.92,,
u2/L1_reg\[7\],,,,47.92,42.68,-5.24
u2/u1_u2_g2000,NOR2xp33_ASAP7_75t_SL,348.048,346.536,47.92,,
u2/u0_u2_g1956,AO21x1_ASAP7_75t_SL,300.096,317.376,47.92,44.62,-3.3
u2/g15770,XNOR2xp5_ASAP7_75t_SL,355.176,334.656,47.92,,
u2/FE_PHC5489_L2_11,HB1xp67_ASAP7_75t_SL,308.952,302.256,47.92,,
u2/u3_u4/g2188,NOR3xp33_ASAP7_75t_SL,328.176,302.256,47.92,,
u2/L2_reg\[11\],,,,47.91,43.08,-4.83
u2/R0_reg\[20\],,,,47.91,43.82,-4.09
u2/g15355,AOI22xp5_ASAP7_75t_SL,351.72,329.256,47.91,,
u2/g15538,AOI22xp5_ASAP7_75t_L,313.488,330.336,47.91,,
u2/FE_PHC8397_uk_K_r1_52,HB1xp67_ASAP7_75t_SL,317.808,311.976,47.91,,
u2/u3_u7_g2952,INVx1_ASAP7_75t_SL,310.464,295.776,47.91,,
u2/g15428,AND4x1_ASAP7_75t_SL,327.528,336.816,47.91,,
u2/FE_PHC4030_uk_K_r0_27,HB1xp67_ASAP7_75t_SL,345.024,332.496,47.91,,
u2/u0_u2_g1975,A2O1A1Ixp33_ASAP7_75t_SL,299.88,319.536,47.91,44.3,-3.61
u2/L1_reg\[14\],,,,47.91,39.89,-8.02
u2/u3_u7_g2921,NOR2xp33_ASAP7_75t_SL,312.624,301.176,47.91,,
u2/u1_u2_g1958,AO21x1_ASAP7_75t_SL,350.856,348.696,47.91,,
u2/g15225,AOI22xp5_ASAP7_75t_SL,343.296,340.056,47.91,,
u2/u1_u2_g2021,INVx1_ASAP7_75t_SL,356.04,344.376,47.91,,
u2/u0_u2_g2000,NOR2xp33_ASAP7_75t_SL,302.904,317.376,47.91,44.28,-3.63
u2/g15835,XNOR2xp5_ASAP7_75t_SL,347.4,319.536,47.9,,
u2/FE_PHC3994_uk_K_r1_32,HB2xp67_ASAP7_75t_SL,351.936,327.096,47.9,,
u2/g15200,NOR3xp33_ASAP7_75t_SL,324.288,335.736,47.9,,
u2/FE_PHC2694_uk_K_r0_48,HB2xp67_ASAP7_75t_SL,345.024,336.816,47.9,,
u2/R0_reg\[9\],,,,47.9,42.87,-5.03
u2/FE_PHC7548_R1_24,HB1xp67_ASAP7_75t_SL,328.824,340.056,47.9,,
u2/u0_u2_g1950,OAI321xp33_ASAP7_75t_SL,302.688,319.536,47.9,43.99,-3.91
u2/g15492,NOR2xp33_ASAP7_75t_SL,327.96,340.056,47.9,,
u2/g15508,XNOR2xp5_ASAP7_75t_SL,349.56,319.536,47.9,,
u2/g15530,AOI22xp5_ASAP7_75t_L,317.16,330.336,47.89,,
u2/FE_PHC6890_uk_K_r1_18,HB1xp67_ASAP7_75t_SL,355.824,338.976,47.89,,
u2/FE_PHC816_uk_K_r0_26,HB2xp67_ASAP7_75t_L,345.024,333.576,47.89,,
u2/u3_u4/g2193,NOR2xp33_ASAP7_75t_SL,325.368,304.416,47.89,,
u2/g15529,AOI22xp5_ASAP7_75t_SL,345.24,340.056,47.89,,
u2/R0_reg\[1\],,,,47.89,43.49,-4.4
u2/FE_PHC4422_L2_4,HB1xp67_ASAP7_75t_SL,311.328,303.336,47.89,,
u2/u0_u2_g2003,NOR2xp33_ASAP7_75t_SL,299.232,317.376,47.88,44.73,-3.15
u2/g15416,OAI22xp5_ASAP7_75t_SL,326.448,338.976,47.88,,
u2/g15246,AOI22xp5_ASAP7_75t_L,348.48,341.136,47.88,,
u2/g15510,XNOR2xp5_ASAP7_75t_SL,355.176,335.736,47.88,,
u2/u1_u2_g1981,OAI22xp5_ASAP7_75t_SL,348.048,347.616,47.88,,
u2/g15700,NOR2xp33_ASAP7_75t_SL,341.568,315.216,47.88,,
u2/g15218,AOI22xp5_ASAP7_75t_SL,347.184,341.136,47.88,,
u2/L1_reg\[10\],,,,47.88,40.44,-7.44
u2/u1_u2_g1984,OAI22xp5_ASAP7_75t_SL,349.56,348.696,47.88,,
u1/desOut_reg\[2\],,,,47.88,45.45,-2.43
u2/FE_PHC7871_uk_K_r2_3,HB1xp67_ASAP7_75t_SL,353.664,330.336,47.88,,
u2/g15297,XNOR2xp5_ASAP7_75t_SL,310.896,329.256,47.88,,
u2/L1_reg\[30\],,,,47.88,43.88,-4.0
u2/g15401,NOR5xp2_ASAP7_75t_SL,325.8,336.816,47.87,,
u2/g15367,AOI22xp5_ASAP7_75t_L,330.12,337.896,47.87,,
u2/g15810,AOI22xp5_ASAP7_75t_L,351.72,328.176,47.87,,
u2/g15320,XNOR2xp5_ASAP7_75t_SL,329.04,341.136,47.87,,
u2/u1_u2_g2003,NAND2xp5_ASAP7_75t_SL,353.664,346.536,47.87,,
u2/u1_u2_g1961,OAI311xp33_ASAP7_75t_SL,352.152,348.696,47.87,,
u2/u3_u7_g2909,NOR3xp33_ASAP7_75t_SL,304.2,301.176,47.87,,
u2/FE_PHC7015_uk_K_r1_33,HB1xp67_ASAP7_75t_L,345.024,323.856,47.87,,
u2/u1_u2_g2015,NAND2xp5_ASAP7_75t_SL,346.968,346.536,47.87,,
u2/L2_reg\[27\],,,,47.87,43.9,-3.97
u2/g15417,O2A1O1Ixp33_ASAP7_75t_SL,321.696,333.576,47.87,,
u2/u3_u7_g2907,O2A1O1Ixp33_ASAP7_75t_SL,307.656,302.256,47.87,,
u2/u0_u2_g1967,AND4x1_ASAP7_75t_SL,298.368,319.536,47.87,44.41,-3.46
u2/uk_K_r0_reg\[39\],,,,47.87,40.61,-7.26
u2/R2_reg\[28\],,,,47.86,26.48,-21.38
u2/g15223,AOI22xp5_ASAP7_75t_L,349.776,341.136,47.86,,
u2/FE_PHC7572_uk_K_r2_44,HB1xp67_ASAP7_75t_SL,317.808,307.656,47.86,,
u2/g15569,AOI22xp5_ASAP7_75t_SL,345.24,342.216,47.86,,
u2/g15798,AOI22xp5_ASAP7_75t_L,347.184,323.856,47.86,,
u2/FE_PHC8338_L0_18,HB1xp67_ASAP7_75t_SL,316.728,332.496,47.86,,
u2/g15690,NOR2xp33_ASAP7_75t_SL,338.328,314.136,47.86,,
u2/g15493,NOR2xp33_ASAP7_75t_SL,326.664,340.056,47.86,,
u2/u3_u7_g2880,A2O1A1O1Ixp25_ASAP7_75t_SL,314.136,301.176,47.86,,
u2/FE_PHC8672_uk_K_r2_1,HB1xp67_ASAP7_75t_SL,309.6,295.776,47.86,,
u2/u3_u4/g2215,NOR2xp33_ASAP7_75t_SL,326.232,304.416,47.86,,
u2/R2_reg\[20\],,,,47.86,26.42,-21.44
u2/desIn_r_reg\[36\],,,,47.85,43.82,-4.03
u2/u3_u7_g2946,NAND2xp5_ASAP7_75t_SL,310.248,299.016,47.85,,
u2/g15592,AND4x1_ASAP7_75t_SL,329.904,310.896,47.85,,
u2/L0_reg\[14\],,,,47.85,44.24,-3.61
u2/u3_u7_g2913,OAI22xp5_ASAP7_75t_SL,311.112,299.016,47.85,,
u2/L2_reg\[19\],,,,47.85,43.72,-4.13
u2/u0_u2_g2016,INVx1_ASAP7_75t_SL,304.416,319.536,47.85,43.83,-4.02
u2/g15430,A2O1A1Ixp33_ASAP7_75t_SL,327.744,337.896,47.85,,
u2/u0_u2_g2014,NAND2xp5_ASAP7_75t_SL,298.584,316.296,47.85,44.64,-3.21
u2/u0_u2_g1972,AOI21xp5_ASAP7_75t_SL,297.504,316.296,47.85,44.72,-3.13
u2/u0_u2_g1982,OAI22xp5_ASAP7_75t_SL,299.448,316.296,47.85,44.54,-3.31
u2/u0_u2_g2011,NAND2xp5_ASAP7_75t_SL,297.72,317.376,47.84,44.82,-3.02
u2/u0_u2_g1957,NOR2xp33_ASAP7_75t_SL,302.04,309.816,47.84,44.45,-3.39
u2/u0_u2_g1981,OAI22xp5_ASAP7_75t_SL,296.208,320.616,47.84,44.65,-3.19
u2/desIn_r_reg\[15\],,,,47.84,45.48,-2.36
u2/u1_u2_g1963,OAI331xp33_ASAP7_75t_SL,353.016,347.616,47.84,,
u2/R0_reg\[3\],,,,47.84,40.75,-7.09
u2/g15577,XNOR2xp5_ASAP7_75t_SL,316.728,302.256,47.83,,
u2/uk_K_r0_reg\[53\],,,,47.83,42.87,-4.96
u2/u0_u2_g1987,NOR2xp33_ASAP7_75t_SL,300.744,316.296,47.83,44.44,-3.39
u2/FE_PHC7975_uk_K_r1_19,HB1xp67_ASAP7_75t_SL,345.024,319.536,47.83,,
u2/g15219,AOI22xp5_ASAP7_75t_L,340.704,343.296,47.83,,
u2/g15394,OAI321xp33_ASAP7_75t_SL,321.912,335.736,47.83,,
u2/u0_u2_g2010,NAND2xp5_ASAP7_75t_SL,296.64,316.296,47.83,44.77,-3.06
u2/FE_PHC8709_uk_K_r2_29,HB1xp67_ASAP7_75t_SL,316.08,301.176,47.83,,
u2/R0_reg\[14\],,,,47.83,40.72,-7.11
u2/desIn_r_reg\[40\],,,,47.82,45.29,-2.53
u2/u3_u7_g2899,O2A1O1Ixp33_ASAP7_75t_SL,312.408,299.016,47.82,,
u2/u2_u4_g2265,NAND5xp2_ASAP7_75t_SL,361.872,342.216,47.82,,
u2/FE_PHC811_L0_14,HB2xp67_ASAP7_75t_L,306.144,318.456,47.82,,
u2/g15599,AOI321xp33_ASAP7_75t_SL,334.656,313.056,47.82,,
u2/u1_u2_g1996,INVx1_ASAP7_75t_SL,347.184,347.616,47.82,,
u2/u0_u2_g1983,INVx1_ASAP7_75t_SL,299.88,309.816,47.82,44.71,-3.11
u2/uk_K_r2_reg\[3\],,,,47.82,40.01,-7.81
u2/g15448,NOR3xp33_ASAP7_75t_SL,321.696,334.656,47.82,,
u2/g14991,XNOR2xp5_ASAP7_75t_SL,342.648,345.456,47.82,,
u2/g15720,NOR2xp33_ASAP7_75t_SL,339.408,314.136,47.81,,
u2/u1_u2_g1974,AOI21xp5_ASAP7_75t_SL,353.664,348.696,47.81,,
u2/FE_PHC981_R0_9,HB2xp67_ASAP7_75t_SL,363.816,342.216,47.81,,
u2/u3_u7_g2897,OA211x2_ASAP7_75t_SL,308.52,303.336,47.81,,
u2/uk_K_r1_reg\[11\],,,,47.81,39.96,-7.85
u2/FE_PHC4634_desIn_r_60,HB1xp67_ASAP7_75t_SL,303.552,309.816,47.81,44.24,-3.57
u2/g15419,OAI332xp33_ASAP7_75t_SL,324.072,340.056,47.81,,
u2/L0_reg\[7\],,,,47.81,43.28,-4.53
u2/g15453,NAND2xp5_ASAP7_75t_SL,324.936,338.976,47.81,,
u2/g15290,XNOR2xp5_ASAP7_75t_SL,316.728,333.576,47.81,,
u2/g15778,XOR2xp5_ASAP7_75t_SL,342.648,316.296,47.81,,
u2/R1_reg\[10\],,,,47.81,25.36,-22.45
u2/uk_K_r0_reg\[24\],,,,47.81,40.86,-6.95
u2/u3_u7_g2944,NAND2xp5_ASAP7_75t_SL,312.192,294.696,47.8,,
u2/u3_u7_g2930,INVx1_ASAP7_75t_SL,313.704,299.016,47.8,,
u2/g15535,AOI22xp5_ASAP7_75t_L,349.992,323.856,47.8,,
u2/u3_u4/g2209,NOR2xp33_ASAP7_75t_SL,325.368,303.336,47.8,,
u2/g16094,XNOR2xp5_ASAP7_75t_SL,306.36,305.496,47.8,,
u2/FE_PHC8128_n_3214,HB1xp67_ASAP7_75t_SL,361.008,342.216,47.8,,
u2/L1_reg\[28\],,,,47.8,43.16,-4.64
u2/u0_u2_g2012,NAND2xp5_ASAP7_75t_SL,297.504,319.536,47.79,44.5,-3.29
u2/g12070,AOI22xp5_ASAP7_75t_SL,300.312,336.816,47.79,44.09,-3.7
u2/desIn_r_reg\[13\],,,,47.79,45.4,-2.39
u2/u1_u2_g1971,AOI22xp5_ASAP7_75t_SL,348.048,348.696,47.79,,
u2/uk_K_r1_reg\[3\],,,,47.79,39.99,-7.8
u2/g15687,INVx1_ASAP7_75t_SL,332.928,309.816,47.79,,
u2/L2_reg\[29\],,,,47.79,44.45,-3.34
u2/u0_u2_g2002,NAND2xp5_ASAP7_75t_SL,299.664,321.696,47.79,44.44,-3.35
u2/uk_K_r2_reg\[2\],,,,47.79,42.46,-5.33
u2/u3_u7_g2901,AOI32xp33_ASAP7_75t_SL,310.464,294.696,47.79,,
u2/FE_PHC8141_n_4143,HB1xp67_ASAP7_75t_SL,306.144,309.816,47.79,43.93,-3.86
u2/u0_u2_g1985,NAND2xp5_ASAP7_75t_SL,298.584,309.816,47.78,44.83,-2.95
u2/uk_K_r2_reg\[32\],,,,47.78,39.96,-7.82
u2/FE_PHC1542_uk_K_r1_40,HB3xp67_ASAP7_75t_SL,350.856,322.776,47.78,,
u2/FE_PHC7293_uk_K_r1_48,HB1xp67_ASAP7_75t_SL,353.664,333.576,47.78,,
u2/g15658,NOR3xp33_ASAP7_75t_SL,333.792,309.816,47.78,,
u2/u0_u2_g2001,NAND2xp5_ASAP7_75t_SL,296.64,317.376,47.78,44.84,-2.94
u2/u3_u7_g2934,NAND2xp5_ASAP7_75t_SL,311.544,297.936,47.78,,
u2/L0_reg\[18\],,,,47.78,42.41,-5.37
u2/u3_u7_g2933,NOR2xp33_ASAP7_75t_SL,310.464,297.936,47.78,,
u2/g15677,NOR2xp33_ASAP7_75t_SL,332.496,310.896,47.78,,
u2/g12041,XNOR2xp5_ASAP7_75t_SL,297.504,321.696,47.78,44.59,-3.19
u2/u3_u7_g2889,OAI331xp33_ASAP7_75t_SL,307.872,299.016,47.77,,
u2/g15410,OAI221xp5_ASAP7_75t_SL,325.584,337.896,47.77,,
u2/u0_u2_g1971,OAI211xp5_ASAP7_75t_SL,301.392,310.896,47.77,44.4,-3.37
u2/u3_u4/g2206,NAND2xp5_ASAP7_75t_SL,326.232,303.336,47.77,,
u2/g15580,XNOR2xp5_ASAP7_75t_SL,339.408,288.216,47.77,,
u2/u3_u7_g2884,AOI221xp5_ASAP7_75t_SL,310.248,300.096,47.77,,
u2/g15691,NOR2xp33_ASAP7_75t_SL,340.488,314.136,47.77,,
u2/g15621,A2O1A1Ixp33_ASAP7_75t_SL,332.712,311.976,47.77,,
u2/u0_u2_g2013,NAND2xp5_ASAP7_75t_SL,303.984,314.136,47.77,44.04,-3.73
u2/u3_u7_g2894,OAI22xp5_ASAP7_75t_SL,312.624,297.936,47.77,,
u2/g15058,AND4x1_ASAP7_75t_SL,301.176,324.936,47.77,43.9,-3.87
u2/g15329,XOR2xp5_ASAP7_75t_SL,345.024,346.536,47.77,,
u2/FE_PHC6836_uk_K_r1_26,HB2xp67_ASAP7_75t_L,354.096,329.256,47.77,,
u2/g15565,AOI22xp5_ASAP7_75t_L,351.504,332.496,47.76,,
u2/R1_reg\[13\],,,,47.76,25.56,-22.2
u2/u2_u4_g2284,NAND3xp33_ASAP7_75t_SL,364.896,342.216,47.76,,
u2/u3_u7_g2891,OAI221xp5_ASAP7_75t_SL,308.088,295.776,47.76,,
u2/u2_u4_g2312,INVx1_ASAP7_75t_SL,363.6,343.296,47.76,,
u2/u1_u2_g2010,INVx1_ASAP7_75t_SL,354.744,348.696,47.76,,
u2/g15438,AO21x1_ASAP7_75t_SL,319.536,333.576,47.76,,
u2/g15349,AOI22xp5_ASAP7_75t_SL,351.936,319.536,47.76,,
u2/g15632,O2A1O1Ixp33_ASAP7_75t_SL,333.792,310.896,47.76,,
u2/desIn_r_reg\[10\],,,,47.76,44.74,-3.02
u2/g12035,XNOR2xp5_ASAP7_75t_SL,303.12,321.696,47.75,43.89,-3.86
u2/g15608,AOI211xp5_ASAP7_75t_SL,332.928,308.736,47.75,,
u2/u3_u7_g2920,NAND2xp5_ASAP7_75t_SL,314.568,299.016,47.75,,
u2/u0_u2_g1994,INVx1_ASAP7_75t_SL,300.096,310.896,47.75,44.58,-3.17
u2/desIn_r_reg\[46\],,,,47.75,44.56,-3.19
u2/g15611,OAI311xp33_ASAP7_75t_SL,337.032,313.056,47.75,,
u2/g15498,NAND2xp5_ASAP7_75t_SL,324.504,341.136,47.75,,
u2/u1_u2_g2011,NOR2xp33_ASAP7_75t_SL,354.744,346.536,47.75,,
u2/g15612,OAI322xp33_ASAP7_75t_SL,335.52,309.816,47.75,,
u2/g15641,OAI33xp33_ASAP7_75t_SL,335.088,307.656,47.75,,
u2/u2_u4_g2331,INVx1_ASAP7_75t_SL,364.464,343.296,47.75,,
u2/g15689,INVx1_ASAP7_75t_SL,332.064,308.736,47.75,,
u2/u3_u7_g2951,INVx1_ASAP7_75t_SL,311.544,296.856,47.75,,
u2/FE_PHC8743_R0_28,HB1xp67_ASAP7_75t_SL,306.144,323.856,47.74,,
u2/u0_u2_g1959,OAI311xp33_ASAP7_75t_SL,298.8,315.216,47.74,44.51,-3.23
u2/u0_u2_g1977,NAND2xp5_ASAP7_75t_SL,297.72,309.816,47.74,44.9,-2.84
u2/g15130,NAND2xp5_ASAP7_75t_SL,299.88,324.936,47.74,44.04,-3.7
u2/g15655,OAI22xp5_ASAP7_75t_SL,333.144,307.656,47.74,,
u2/u2_u4_g2279,AOI32xp33_ASAP7_75t_SL,361.224,343.296,47.74,,
u2/L2_reg\[31\],,,,47.74,40.51,-7.23
u2/g15261,XNOR2xp5_ASAP7_75t_SL,299.232,307.656,47.74,44.81,-2.93
u2/g15794,AOI22xp5_ASAP7_75t_SL,353.448,328.176,47.73,,
u2/u0_u2_g1969,AOI22xp5_ASAP7_75t_SL,302.688,315.216,47.73,44.14,-3.59
u2/g15114,INVx1_ASAP7_75t_SL,303.12,324.936,47.73,43.72,-4.01
u2/g16083,XNOR2xp5_ASAP7_75t_SL,358.848,342.216,47.73,,
u2/g15756,XNOR2xp5_ASAP7_75t_SL,314.352,294.696,47.73,,
u2/g15682,INVx1_ASAP7_75t_SL,335.736,310.896,47.73,,
u2/L0_reg\[2\],,,,47.73,42.8,-4.93
u2/u3_u7_g2881,OAI321xp33_ASAP7_75t_SL,312.408,300.096,47.73,,
u2/g15711,NOR2xp33_ASAP7_75t_SL,341.568,314.136,47.73,,
u2/g15474,NOR2xp33_ASAP7_75t_SL,323.64,341.136,47.73,,
u2/u0_u2_g1998,NOR2xp33_ASAP7_75t_SL,304.632,315.216,47.72,43.94,-3.78
u2/R0_reg\[30\],,,,47.72,44.42,-3.3
u2/g15631,AOI221xp5_ASAP7_75t_SL,335.088,308.736,47.72,,
u2/u3_u4/g2167,AOI321xp33_ASAP7_75t_SL,327.096,303.336,47.72,,
u2/u3_u7_g2919,NOR2xp33_ASAP7_75t_SL,314.136,297.936,47.72,,
u2/g15549,XNOR2xp5_ASAP7_75t_SL,340.056,348.696,47.72,,
u2/desIn_r_reg\[60\],,,,47.72,44.66,-3.06
u2/g15457,AOI22xp5_ASAP7_75t_SL,321.48,336.816,47.72,,
u2/desIn_r_reg\[63\],,,,47.72,44.77,-2.95
u2/u0_u2_g1949,OAI311xp33_ASAP7_75t_SL,301.824,311.976,47.72,44.27,-3.45
u2/u1_u2_g1982,OAI22xp5_ASAP7_75t_SL,355.824,345.456,47.72,,
u2/g15366,AOI22xp5_ASAP7_75t_L,354.096,336.816,47.71,,
u2/FE_PHC4524_desIn_r_40,HB1xp67_ASAP7_75t_SL,299.016,303.336,47.71,45.08,-2.63
u2/u3_u7_g2932,INVx1_ASAP7_75t_SL,313.704,302.256,47.71,,
u2/R0_reg\[18\],,,,47.71,43.16,-4.55
u2/u0_u2_g1962,OAI321xp33_ASAP7_75t_SL,301.392,313.056,47.71,44.3,-3.41
u2/u3_u6_g1878,OAI311xp33_ASAP7_75t_SL,334.008,288.216,47.71,,
u2/R2_reg\[5\],,,,47.71,25.32,-22.39
u2/u3_u7_g2950,INVx1_ASAP7_75t_SL,311.544,301.176,47.71,,
u2/g15406,OAI311xp33_ASAP7_75t_SL,319.536,334.656,47.71,,
u2/u0_u2_g1990,NAND2xp5_ASAP7_75t_SL,298.8,310.896,47.71,44.69,-3.02
u2/uk_K_r1_reg\[39\],,,,47.71,39.7,-8.01
u2/FE_PHC4712_R1_27,HB2xp67_ASAP7_75t_SL,304.632,307.656,47.7,,
u2/g15403,AOI221xp5_ASAP7_75t_SL,319.536,335.736,47.7,,
u2/u0_u2_g1951,AOI321xp33_ASAP7_75t_SL,299.88,311.976,47.7,44.45,-3.25
u2/desIn_r_reg\[14\],,,,47.7,44.47,-3.23
u2/g15622,A2O1A1O1Ixp25_ASAP7_75t_SL,335.736,311.976,47.7,,
u2/u0_u2_g1973,AOI22xp5_ASAP7_75t_SL,300.96,314.136,47.7,44.34,-3.36
u2/u0_u2_g2015,NAND2xp5_ASAP7_75t_SL,296.64,319.536,47.7,44.54,-3.16
u2/u1_u2_g1973,OAI211xp5_ASAP7_75t_SL,345.456,347.616,47.7,,
u2/u3_u7_g2938,NOR2xp33_ASAP7_75t_SL,315.648,299.016,47.69,,
u2/g15434,OA21x2_ASAP7_75t_SL,326.232,342.216,47.69,,
u1/desOut_reg\[24\],,,,47.69,44.92,-2.77
u2/u3_u7_g2898,AOI211xp5_ASAP7_75t_SL,313.272,296.856,47.69,,
u2/g15014,XNOR2xp5_ASAP7_75t_SL,303.336,323.856,47.69,43.65,-4.04
u2/g15316,INVx1_ASAP7_75t_SL,326.664,331.416,47.69,,
u1/desOut_reg\[63\],,,,47.69,46.15,-1.54
u2/L1_reg\[8\],,,,47.69,39.63,-8.06
u2/g12032,XNOR2xp5_ASAP7_75t_SL,300.744,321.696,47.69,44.25,-3.44
u2/u3_u7_g2904,OA33x2_ASAP7_75t_SL,309.168,296.856,47.69,,
u2/u0_u2_g1961,OAI331xp33_ASAP7_75t_SL,294.48,316.296,47.69,44.81,-2.88
u2/g15659,AO22x1_ASAP7_75t_SL,338.76,313.056,47.69,,
u2/u3_u7_g2923,AOI21xp5_ASAP7_75t_SL,308.088,297.936,47.68,,
u2/u0_u2_g1964,OA33x2_ASAP7_75t_SL,296.208,315.216,47.68,44.68,-3.0
u2/g15230,NAND2xp5_ASAP7_75t_SL,322.776,341.136,47.68,,
u2/u3_u7_g2924,NOR2xp33_ASAP7_75t_SL,314.568,300.096,47.68,,
u2/g15725,INVx1_ASAP7_75t_SL,335.088,306.576,47.68,,
u2/u3_u7_g2888,AOI221xp5_ASAP7_75t_SL,306.576,300.096,47.68,,
u2/L1_reg\[5\],,,,47.68,40.55,-7.13
u2/u2_u4_g2288,AOI22xp5_ASAP7_75t_SL,364.032,341.136,47.68,,
u2/u1_u2_g1991,AOI21xp5_ASAP7_75t_SL,351.072,349.776,47.68,,
u2/g15724,INVx1_ASAP7_75t_SL,334.44,306.576,47.68,,
u2/L2_reg\[23\],,,,47.67,40.21,-7.46
u2/desIn_r_reg\[50\],,,,47.67,45.1,-2.57
u2/L2_reg\[20\],,,,47.67,40.42,-7.25
u2/R1_reg\[16\],,,,47.67,25.2,-22.47
u2/L1_reg\[32\],,,,47.67,40.66,-7.01
u2/u1_u2_g1989,NOR2xp33_ASAP7_75t_SL,350.208,349.776,47.67,,
u2/u0_u2_g2020,INVx1_ASAP7_75t_SL,297.72,318.456,47.67,44.71,-2.96
u2/L1_reg\[13\],,,,47.67,39.68,-7.99
u2/u3_u7_g2882,OAI211xp5_ASAP7_75t_SL,315.216,295.776,47.67,,
u2/FE_PHC7802_uk_K_r1_34,HB2xp67_ASAP7_75t_SL,355.392,333.576,47.67,,
u2/u3_u4/g2171,OAI31xp33_ASAP7_75t_SL,329.04,305.496,47.67,,
u2/u0_u2_g2021,INVx1_ASAP7_75t_SL,295.128,320.616,47.67,44.67,-3.0
u2/u3_u7_g2887,AOI32xp33_ASAP7_75t_SL,308.088,294.696,47.67,,
u2/desIn_r_reg\[2\],,,,47.66,45.15,-2.51
u2/u3_u7_g2935,NAND2xp5_ASAP7_75t_SL,310.248,301.176,47.66,,
u2/R2_reg\[24\],,,,47.66,26.37,-21.29
u2/u2_u4_g2308,OAI21xp5_ASAP7_75t_SL,361.656,344.376,47.66,,
u2/g15426,OA33x2_ASAP7_75t_SL,320.832,340.056,47.66,,
u2/g15184,XOR2xp5_ASAP7_75t_SL,300.744,323.856,47.66,43.92,-3.74
u2/g15077,NOR3xp33_ASAP7_75t_SL,304.2,324.936,47.66,43.55,-4.11
u2/uk_K_r0_reg\[54\],,,,47.66,40.99,-6.67
u2/g15502,INVx1_ASAP7_75t_SL,321.696,338.976,47.66,,
u2/u3_u7_g2943,NAND2xp5_ASAP7_75t_SL,306.36,299.016,47.66,,
u2/g15620,OAI321xp33_ASAP7_75t_SL,337.68,307.656,47.66,,
u2/g15520,AOI22xp5_ASAP7_75t_L,316.944,334.656,47.66,,
u2/g15139,NAND2xp5_ASAP7_75t_SL,298.584,324.936,47.66,44.12,-3.54
u2/u2_u4_g2305,OAI21xp5_ASAP7_75t_SL,365.328,343.296,47.66,,
u2/g15848,AOI22xp5_ASAP7_75t_SL,347.832,317.376,47.66,,
u2/g15653,AOI22xp5_ASAP7_75t_SL,337.248,308.736,47.66,,
u2/R2_reg\[14\],,,,47.65,25.11,-22.54
u2/u0_u2_g1989,AOI21xp5_ASAP7_75t_SL,299.232,314.136,47.65,44.52,-3.13
u2/u3_u4/g2161,AOI321xp33_ASAP7_75t_SL,324.72,300.096,47.65,,
u2/u2_u4_g2306,NOR3xp33_ASAP7_75t_SL,363.384,344.376,47.65,,
u2/FE_PHC7184_uk_K_r1_13,HB2xp67_ASAP7_75t_SL,355.176,329.256,47.65,,
u2/R0_reg\[28\],,,,47.65,43.9,-3.75
u2/FE_PHC6290_L1_25,HB1xp67_ASAP7_75t_SL,324.504,344.376,47.65,,
u2/g15633,O2A1O1Ixp33_ASAP7_75t_SL,337.248,310.896,47.65,,
u2/u0_u2_g1963,AO221x1_ASAP7_75t_SL,295.56,309.816,47.65,45.0,-2.65
u2/FE_PHC7622_R2_3,HB1xp67_ASAP7_75t_SL,357.984,342.216,47.65,,
u2/g15020,XNOR2xp5_ASAP7_75t_SL,307.656,329.256,47.65,42.89,-4.76
u2/g15463,INVx1_ASAP7_75t_SL,322.128,341.136,47.64,,
u2/g15773,INVx1_ASAP7_75t_SL,342.864,314.136,47.64,,
u2/u0_u2_g1952,AO331x1_ASAP7_75t_SL,298.368,313.056,47.64,44.59,-3.05
u2/FE_PHC6372_L1_13,HB1xp67_ASAP7_75t_SL,365.328,341.136,47.64,,
u2/u1_u2_g1951,OAI311xp33_ASAP7_75t_SL,345.672,348.696,47.64,,
u2/g15737,NAND2xp5_ASAP7_75t_SL,340.92,313.056,47.63,,
u2/uk_K_r2_reg\[39\],,,,47.63,40.0,-7.63
u2/FE_PHC1999_R1_30,HB2xp67_ASAP7_75t_SL,340.488,349.776,47.63,,
u2/u0_u2_g2006,INVx1_ASAP7_75t_SL,298.368,311.976,47.63,44.63,-3.0
u2/FE_PHC7173_R2_14,HB2xp67_ASAP7_75t_SL,357.984,338.976,47.63,,
u2/u2_u4_g2278,NAND4xp25_ASAP7_75t_SL,359.28,344.376,47.63,,
u2/R1_reg\[6\],,,,47.63,25.04,-22.59
u2/u3_u6_g1934,NOR2xp33_ASAP7_75t_SL,334.44,289.296,47.63,,
u1/L10_reg\[26\],,,,47.63,52.7,5.07
